Loading weights:   0%|          | 0/398 [00:00<?, ?it/s]Loading weights: 100%|██████████| 398/398 [00:00<00:00, 10393.38it/s]
[ours] loaded 48 steer tensors; prefix_write=False; cfg=PrefixSteerConfig(num_prefix_tokens=0, sliding_window_size=256, mem_num_heads=1, mem_head_dim=128, steer_mode='deltamem', normal_attends_prefix=True, prefix_sees_query=True, prefix_init_std=0.7, prefix_init_dist='normal', prefix_write=False, read_prefix_only=False, memory_mode='dynamic', write_ctx_only=False, prefix_write_layout='global', prefix_write_overlap_tokens=0, pool_reads=False, pool_gate=False, pool_gate_input='rm', pool_gate_max=2.0, pool_gate_bias=0.0, steer_layers=(0, 3, 6, 9, 12, 15, 18, 21, 24, 27, 30, 33), prefix_layers=(), steer_gain=0.1, share_qkv=False, memory_value_source='main_v', delta_heads='o', delta_rank=0, read_proj_dim=0, output_fusion='fixed', o_fusion_position='pre_o', output_fusion_eps=1e-06, output_fusion_scale_max=10.0, fusion_lambda_init=0.1, fusion_lambda_max=1.0, fusion_ema_momentum=0.99, history_pool_mode='none', hybrid_read_mode='none', hybrid_prefix_gate_mode='fixed', hybrid_prefix_gate_init=0.1)
[eval] checkpoint has no persistent history writer; skipping redundant context WRITE pass
Using the latest cached version of the dataset since hotpotqa/hotpot_qa couldn't be found on the Hugging Face Hub (offline mode is enabled).
Found the latest cached dataset configuration 'distractor' at /home/mingze/.cache/huggingface/datasets/hotpotqa___hotpot_qa/distractor/0.0.0/1908d6afbbead072334abe2965f91bd2709910ab (last modified on Wed Aug 12 05:30:25 2026).
[shard 0] 7405 examples
[shard 0] 20/7405 baseF1=0.629 oursF1=0.707 (0.2m)
[shard 0] 680/7405 baseF1=0.573 oursF1=0.611 (6.0m)
[shard 0] 700/7405 baseF1=0.576 oursF1=0.612 (6.2m)
[shard 0] 720/7405 baseF1=0.576 oursF1=0.613 (6.3m)
[shard 0] 740/7405 baseF1=0.574 oursF1=0.611 (6.5m)
[shard 0] 760/7405 baseF1=0.572 oursF1=0.609 (6.6m)
[shard 0] 780/7405 baseF1=0.572 oursF1=0.609 (6.8m)
[shard 0] 800/7405 baseF1=0.570 oursF1=0.608 (6.9m)
[shard 0] 820/7405 baseF1=0.571 oursF1=0.610 (7.1m)
[shard 0] 840/7405 baseF1=0.567 oursF1=0.609 (7.3m)
[shard 0] 860/7405 baseF1=0.565 oursF1=0.608 (7.4m)
[shard 0] 880/7405 baseF1=0.565 oursF1=0.605 (7.5m)
[shard 0] 900/7405 baseF1=0.564 oursF1=0.605 (7.7m)
[shard 0] 920/7405 baseF1=0.563 oursF1=0.602 (7.8m)
[shard 0] 940/7405 baseF1=0.564 oursF1=0.605 (8.0m)
[shard 0] 960/7405 baseF1=0.566 oursF1=0.605 (8.1m)
[shard 0] 980/7405 baseF1=0.561 oursF1=0.603 (8.2m)
[shard 0] 1000/7405 baseF1=0.563 oursF1=0.607 (8.4m)
[shard 0] 1020/7405 baseF1=0.560 oursF1=0.607 (8.6m)
[shard 0] 1040/7405 baseF1=0.563 oursF1=0.608 (8.7m)
[shard 0] 1060/7405 baseF1=0.563 oursF1=0.609 (8.9m)
[shard 0] 1080/7405 baseF1=0.566 oursF1=0.614 (9.1m)
[shard 0] 1100/7405 baseF1=0.568 oursF1=0.615 (9.3m)
[shard 0] 1120/7405 baseF1=0.568 oursF1=0.614 (9.5m)
[shard 0] 1140/7405 baseF1=0.568 oursF1=0.612 (9.6m)
[shard 0] 1160/7405 baseF1=0.568 oursF1=0.614 (9.8m)
[shard 0] 1180/7405 baseF1=0.568 oursF1=0.616 (9.9m)
[shard 0] 1200/7405 baseF1=0.567 oursF1=0.615 (10.1m)
[shard 0] 1220/7405 baseF1=0.567 oursF1=0.614 (10.2m)
[shard 0] 1240/7405 baseF1=0.566 oursF1=0.614 (10.4m)
[shard 0] 1260/7405 baseF1=0.566 oursF1=0.616 (10.5m)
[shard 0] 1280/7405 baseF1=0.565 oursF1=0.614 (10.7m)
[shard 0] 1300/7405 baseF1=0.566 oursF1=0.616 (10.9m)
[shard 0] 1320/7405 baseF1=0.566 oursF1=0.616 (11.0m)
[shard 0] 1340/7405 baseF1=0.566 oursF1=0.616 (11.1m)
[shard 0] 1360/7405 baseF1=0.565 oursF1=0.615 (11.3m)
[shard 0] 1380/7405 baseF1=0.568 oursF1=0.617 (11.5m)
[shard 0] 1400/7405 baseF1=0.567 oursF1=0.616 (11.6m)
[shard 0] 1420/7405 baseF1=0.567 oursF1=0.617 (11.7m)
[shard 0] 1440/7405 baseF1=0.568 oursF1=0.618 (11.9m)
[shard 0] 1460/7405 baseF1=0.569 oursF1=0.618 (12.0m)
[shard 0] 1480/7405 baseF1=0.570 oursF1=0.619 (12.2m)
[shard 0] 1500/7405 baseF1=0.569 oursF1=0.618 (12.3m)
[shard 0] 1520/7405 baseF1=0.568 oursF1=0.617 (12.5m)
[shard 0] 1540/7405 baseF1=0.570 oursF1=0.619 (12.6m)
[shard 0] 1560/7405 baseF1=0.571 oursF1=0.619 (12.8m)
[shard 0] 1580/7405 baseF1=0.570 oursF1=0.619 (12.9m)
[shard 0] 1600/7405 baseF1=0.570 oursF1=0.618 (13.1m)
[shard 0] 1620/7405 baseF1=0.570 oursF1=0.618 (13.2m)
[shard 0] 1640/7405 baseF1=0.569 oursF1=0.617 (13.4m)
[shard 0] 1660/7405 baseF1=0.570 oursF1=0.618 (13.6m)
[shard 0] 1680/7405 baseF1=0.569 oursF1=0.618 (13.8m)
[shard 0] 1700/7405 baseF1=0.568 oursF1=0.616 (13.9m)
[shard 0] 1720/7405 baseF1=0.568 oursF1=0.617 (14.1m)
[shard 0] 1740/7405 baseF1=0.569 oursF1=0.618 (14.2m)
[shard 0] 1760/7405 baseF1=0.569 oursF1=0.618 (14.4m)
[shard 0] 1780/7405 baseF1=0.570 oursF1=0.618 (14.5m)
[shard 0] 1800/7405 baseF1=0.567 oursF1=0.617 (14.7m)
[shard 0] 1820/7405 baseF1=0.567 oursF1=0.617 (14.8m)
[shard 0] 1840/7405 baseF1=0.566 oursF1=0.615 (15.0m)
[shard 0] 1860/7405 baseF1=0.565 oursF1=0.614 (15.2m)
[shard 0] 1880/7405 baseF1=0.565 oursF1=0.614 (15.4m)
[shard 0] 1900/7405 baseF1=0.567 oursF1=0.616 (15.5m)
[shard 0] 1920/7405 baseF1=0.568 oursF1=0.617 (15.7m)
[shard 0] 1940/7405 baseF1=0.570 oursF1=0.617 (15.8m)
[shard 0] 1960/7405 baseF1=0.571 oursF1=0.619 (16.0m)
[shard 0] 1980/7405 baseF1=0.570 oursF1=0.619 (16.2m)
[shard 0] 2000/7405 baseF1=0.570 oursF1=0.618 (16.4m)
[shard 0] 2020/7405 baseF1=0.569 oursF1=0.618 (16.5m)
[shard 0] 2040/7405 baseF1=0.569 oursF1=0.618 (16.7m)
[shard 0] 2060/7405 baseF1=0.569 oursF1=0.618 (16.9m)
[shard 0] 2080/7405 baseF1=0.568 oursF1=0.617 (17.0m)
[shard 0] 2100/7405 baseF1=0.568 oursF1=0.619 (17.1m)
[shard 0] 2120/7405 baseF1=0.568 oursF1=0.619 (17.3m)
[shard 0] 2140/7405 baseF1=0.569 oursF1=0.620 (17.4m)
[shard 0] 2160/7405 baseF1=0.569 oursF1=0.621 (17.5m)
[shard 0] 2180/7405 baseF1=0.568 oursF1=0.622 (17.7m)
[shard 0] 2200/7405 baseF1=0.568 oursF1=0.622 (17.8m)
[shard 0] 2220/7405 baseF1=0.567 oursF1=0.622 (17.9m)
[shard 0] 2240/7405 baseF1=0.567 oursF1=0.622 (18.1m)
[shard 0] 2260/7405 baseF1=0.567 oursF1=0.621 (18.2m)
[shard 0] 2280/7405 baseF1=0.567 oursF1=0.620 (18.4m)
[shard 0] 2300/7405 baseF1=0.566 oursF1=0.621 (18.6m)
[shard 0] 2320/7405 baseF1=0.564 oursF1=0.621 (18.7m)
[shard 0] 2340/7405 baseF1=0.564 oursF1=0.620 (18.8m)
[shard 0] 2360/7405 baseF1=0.565 oursF1=0.621 (19.0m)
[shard 0] 2380/7405 baseF1=0.565 oursF1=0.621 (19.2m)
[shard 0] 2400/7405 baseF1=0.565 oursF1=0.622 (19.4m)
[shard 0] 2420/7405 baseF1=0.565 oursF1=0.622 (19.5m)
[shard 0] 2440/7405 baseF1=0.565 oursF1=0.622 (19.6m)
[shard 0] 2460/7405 baseF1=0.565 oursF1=0.623 (19.8m)
[shard 0] 2480/7405 baseF1=0.564 oursF1=0.624 (20.0m)
[shard 0] 2500/7405 baseF1=0.564 oursF1=0.623 (20.1m)
[shard 0] 2520/7405 baseF1=0.563 oursF1=0.623 (20.3m)
[shard 0] 2540/7405 baseF1=0.563 oursF1=0.622 (20.4m)
[shard 0] 2560/7405 baseF1=0.561 oursF1=0.621 (20.6m)
[shard 0] 2580/7405 baseF1=0.563 oursF1=0.622 (20.7m)
[shard 0] 2600/7405 baseF1=0.562 oursF1=0.622 (20.9m)
[shard 0] 2620/7405 baseF1=0.563 oursF1=0.623 (21.0m)
[shard 0] 2640/7405 baseF1=0.562 oursF1=0.623 (21.2m)
[shard 0] 2660/7405 baseF1=0.562 oursF1=0.622 (21.3m)
[shard 0] 2680/7405 baseF1=0.562 oursF1=0.621 (21.5m)
[shard 0] 2700/7405 baseF1=0.561 oursF1=0.621 (21.6m)
[shard 0] 2720/7405 baseF1=0.561 oursF1=0.622 (21.8m)
[shard 0] 2740/7405 baseF1=0.561 oursF1=0.622 (22.0m)
[shard 0] 2760/7405 baseF1=0.562 oursF1=0.623 (22.1m)
[shard 0] 2780/7405 baseF1=0.562 oursF1=0.623 (22.3m)
[shard 0] 2800/7405 baseF1=0.561 oursF1=0.622 (22.4m)
[shard 0] 2820/7405 baseF1=0.561 oursF1=0.622 (22.5m)
[shard 0] 2840/7405 baseF1=0.561 oursF1=0.622 (22.6m)
[shard 0] 2860/7405 baseF1=0.561 oursF1=0.622 (22.8m)
[shard 0] 2880/7405 baseF1=0.563 oursF1=0.623 (23.0m)
[shard 0] 2900/7405 baseF1=0.562 oursF1=0.623 (23.2m)
[shard 0] 2920/7405 baseF1=0.563 oursF1=0.623 (23.3m)
[shard 0] 2940/7405 baseF1=0.563 oursF1=0.623 (23.5m)
[shard 0] 2960/7405 baseF1=0.565 oursF1=0.624 (23.7m)
[shard 0] 2980/7405 baseF1=0.564 oursF1=0.623 (23.8m)
[shard 0] 3000/7405 baseF1=0.564 oursF1=0.623 (24.0m)
[shard 0] 3020/7405 baseF1=0.563 oursF1=0.623 (24.1m)
[shard 0] 3040/7405 baseF1=0.563 oursF1=0.623 (24.3m)
[shard 0] 3060/7405 baseF1=0.563 oursF1=0.623 (24.5m)
[shard 0] 3080/7405 baseF1=0.563 oursF1=0.622 (24.7m)
[shard 0] 3100/7405 baseF1=0.563 oursF1=0.622 (24.8m)
[shard 0] 3120/7405 baseF1=0.564 oursF1=0.623 (24.9m)
[shard 0] 3140/7405 baseF1=0.563 oursF1=0.622 (25.1m)
[shard 0] 3160/7405 baseF1=0.564 oursF1=0.622 (25.3m)
[shard 0] 3180/7405 baseF1=0.563 oursF1=0.623 (25.4m)
[shard 0] 3200/7405 baseF1=0.563 oursF1=0.623 (25.6m)
[shard 0] 3220/7405 baseF1=0.563 oursF1=0.624 (25.8m)
[shard 0] 3240/7405 baseF1=0.562 oursF1=0.622 (25.9m)
[shard 0] 3260/7405 baseF1=0.563 oursF1=0.623 (26.1m)
[shard 0] 3280/7405 baseF1=0.563 oursF1=0.623 (26.2m)
[shard 0] 3300/7405 baseF1=0.562 oursF1=0.623 (26.4m)
[shard 0] 3320/7405 baseF1=0.562 oursF1=0.622 (26.5m)
[shard 0] 3340/7405 baseF1=0.561 oursF1=0.622 (26.6m)
[shard 0] 3360/7405 baseF1=0.562 oursF1=0.622 (26.8m)
[shard 0] 3380/7405 baseF1=0.561 oursF1=0.622 (27.0m)
[shard 0] 3400/7405 baseF1=0.562 oursF1=0.623 (27.1m)
[shard 0] 3420/7405 baseF1=0.562 oursF1=0.624 (27.3m)
[shard 0] 3440/7405 baseF1=0.561 oursF1=0.623 (27.5m)
[shard 0] 3460/7405 baseF1=0.561 oursF1=0.623 (27.6m)
[shard 0] 3480/7405 baseF1=0.561 oursF1=0.623 (27.7m)
[shard 0] 3500/7405 baseF1=0.561 oursF1=0.623 (27.9m)
[shard 0] 3520/7405 baseF1=0.562 oursF1=0.623 (28.0m)
[shard 0] 3540/7405 baseF1=0.561 oursF1=0.623 (28.2m)
[shard 0] 3560/7405 baseF1=0.561 oursF1=0.622 (28.3m)
[shard 0] 3580/7405 baseF1=0.562 oursF1=0.623 (28.5m)
[shard 0] 3600/7405 baseF1=0.562 oursF1=0.623 (28.6m)
[shard 0] 3620/7405 baseF1=0.562 oursF1=0.623 (28.7m)
[shard 0] 3640/7405 baseF1=0.563 oursF1=0.623 (28.9m)
[shard 0] 3660/7405 baseF1=0.563 oursF1=0.623 (29.1m)
[shard 0] 3680/7405 baseF1=0.563 oursF1=0.623 (29.2m)
[shard 0] 3700/7405 baseF1=0.563 oursF1=0.623 (29.3m)
[shard 0] 3720/7405 baseF1=0.562 oursF1=0.623 (29.5m)
[shard 0] 3740/7405 baseF1=0.562 oursF1=0.623 (29.7m)
[shard 0] 3760/7405 baseF1=0.562 oursF1=0.623 (29.8m)
[shard 0] 3780/7405 baseF1=0.562 oursF1=0.623 (30.0m)
